UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,(*)Production_Qty,(*)Availability,(*)Quality_Rate,(*)Defect_Rate,(*)Power_Consumption,(*)Performance,(*)OEE,(*)Risk_Level,(*)Maintenance_Priority,(*)Equipment_ID,(*)Line
4329,L51508,L,301.6,310.1,1326,48.2,77,1,0,1,0,0,0,108.45,67.69,97.52,2.48000000000002,63.9132,73.6666666666667,48.6283154933333,High,Immediate,MC-4329,Line 101
4330,L51509,L,301.6,310,1566,30.3,79,0,0,0,0,0,0,108.15,92.9,100,0,47.4498,87,80.823,Medium,Plan,MC-4330,Line 101
4331,L51510,L,301.5,309.8,1549,38.5,81,0,0,0,0,0,0,107.85,94.46,100,0,59.6365,86.0555555555556,81.2880777777778,Medium,Plan,MC-4331,Line 101
4332,M19191,M,301.6,309.9,1746,31.1,83,0,0,0,0,0,0,107.55,92.9,100,0,54.3006,97,90.113,Low,Normal,MC-4332,Line 102
4333,M19192,M,301.7,309.9,1452,41.5,86,0,0,0,0,0,0,107.1,94.26,99.57,0.429999999999993,60.258,80.6666666666667,75.70944348,Medium,Plan,MC-4333,Line 102
4334,L51513,L,301.6,309.8,1588,33.9,89,0,0,0,0,0,0,106.65,93.22,100,0,53.8332,88.2222222222222,82.2407555555556,Medium,Plan,MC-4334,Line 101
4335,L51514,L,301.6,309.8,1472,42.5,91,0,0,0,0,0,0,106.35,93.86,99.29,0.710000000000008,62.56,81.7777777777778,76.2116502044444,Medium,Plan,MC-4335,Line 101
4336,L51515,L,301.7,309.9,1607,37.7,93,0,0,0,0,0,0,106.05,93.82,100,0,60.5839,89.2777777777778,83.7604111111111,Medium,Plan,MC-4336,Line 101
4337,H33750,H,301.6,309.9,1423,53.6,95,0,0,0,0,0,0,105.75,91.48,95.94,4.05999999999999,76.2728,79.0555555555556,69.38382932,Warning,Normal,MC-4337,Line 201
4338,L51517,L,301.6,309.9,1440,43.4,100,0,0,0,0,0,0,105,93.32,99,0.999999999999986,62.496,80,73.90944,Medium,Plan,MC-4338,Line 101
4339,L51518,L,301.6,309.9,1397,43.7,102,0,0,0,0,0,0,104.7,93.18,98.91,1.08999999999999,61.0489,77.6111111111111,71.52976677,Medium,Plan,MC-4339,Line 101
4340,L51519,L,301.7,309.9,1524,46.6,104,0,0,0,0,0,0,104.4,92.52,98.04,1.95999999999999,71.0184,84.6666666666667,76.79826144,Medium,Plan,MC-4340,Line 101
4341,M19200,M,301.7,309.9,1533,40.9,106,0,0,0,0,0,0,104.1,93.58,99.75,0.249999999999986,62.6997,85.1666666666667,79.49971925,Medium,Plan,MC-4341,Line 102
4342,L51521,L,301.7,309.8,1398,46,109,0,0,0,0,0,0,103.65,92.44,98.24,1.76000000000001,64.308,77.6666666666667,70.5314734933333,Medium,Plan,MC-4342,Line 101
4343,M19202,M,301.7,309.8,1284,68.2,111,1,0,1,1,0,0,103.35,66.67,91.58,8.42000000000002,87.5688,71.3333333333333,43.5535553466667,High,Immediate,MC-4343,Line 102
4344,L51523,L,301.7,309.8,1491,39.3,114,0,0,0,0,0,0,102.9,93.3,100,0,58.5963,82.8333333333333,77.2835,Medium,Plan,MC-4344,Line 101
4345,H33758,H,301.8,309.9,1418,51.3,116,0,0,0,0,0,0,102.6,91.1,96.63,3.36999999999999,72.7434,78.7777777777778,69.3480226333334,Warning,Normal,MC-4345,Line 201
4346,M19205,M,301.8,309.8,1546,39.8,121,0,0,0,0,0,0,101.85,93.12,100,0,61.5308,85.8888888888889,79.9797333333333,Medium,Plan,MC-4346,Line 102
4347,L51526,L,301.8,309.7,1598,30.4,124,0,0,0,0,0,0,101.4,91.12,100,0,48.5792,88.7777777777778,80.8943111111111,Medium,Plan,MC-4347,Line 101
4348,H33761,H,301.9,309.8,1724,27.5,126,0,0,0,0,0,0,101.1,90.46,100,0,47.41,95.7777777777778,86.6405777777778,Low,Normal,MC-4348,Line 201
4349,L51528,L,301.9,309.8,1507,44.7,131,0,0,0,0,0,0,100.35,91.82,98.63,1.37,67.3629,83.7222222222222,75.8205741455556,Medium,Plan,MC-4349,Line 101
4350,L51529,L,301.9,309.7,1595,31.4,133,0,0,0,0,0,0,100.05,90.96,100,0,50.083,88.6111111111111,80.6006666666667,Medium,Plan,MC-4350,Line 101
4351,M19210,M,301.9,309.7,1568,37.5,135,0,0,0,0,0,0,99.75,92.1,100,0,58.8,87.1111111111111,80.2293333333333,Medium,Plan,MC-4351,Line 102
4352,L51531,L,301.8,309.6,1432,43.7,138,0,0,0,0,0,0,99.3,91.74,98.97,1.03,62.5784,79.5555555555556,72.23252872,Medium,Plan,MC-4352,Line 101
4353,L51532,L,301.9,309.7,1424,42.8,140,0,0,0,0,0,0,99,91.84,99.22,0.780000000000001,60.9472,79.1111111111111,72.0889304177778,Medium,Plan,MC-4353,Line 101
4354,M19213,M,302,309.7,1386,62.7,142,1,0,0,1,0,0,98.7,65.74,93.25,6.75,86.9022,77,47.2029635,High,Immediate,MC-4354,Line 102
4355,L51534,L,302,309.8,1456,58.1,145,0,0,0,0,0,0,98.25,88.58,94.61,5.39000000000001,84.5936,80.8888888888889,67.7893685155556,Warning,Normal,MC-4355,Line 101
4356,H33769,H,302,309.8,1280,57.3,147,1,0,1,0,0,0,97.95,65.59,94.85,5.15000000000001,73.344,71.1111111111111,44.2397262222222,High,Immediate,MC-4356,Line 201
4357,L51536,L,302,309.8,1649,31,152,0,0,0,0,0,0,97.2,90.12,100,0,51.119,91.6111111111111,82.5599333333333,Medium,Plan,MC-4357,Line 101
4358,L51537,L,302,309.9,1407,52.8,154,0,0,0,0,0,0,96.9,89.28,96.18,3.81999999999999,74.2896,78.1666666666667,67.12132896,Warning,Normal,MC-4358,Line 101
4359,H33772,H,302,309.9,1606,34.5,156,0,0,0,0,0,0,96.6,90.66,100,0,55.407,89.2222222222222,80.8888666666667,Medium,Plan,MC-4359,Line 201
4360,M19219,M,302.1,310,1531,38,161,0,0,0,0,0,0,95.85,91.16,100,0,58.178,85.0555555555556,77.5366444444444,Medium,Plan,MC-4360,Line 102
4361,L51540,L,302.1,310.1,1543,35.8,164,0,0,0,0,0,0,95.4,90.6,100,0,55.2394,85.7222222222222,77.6643333333333,Medium,Plan,MC-4361,Line 101
4362,M19221,M,302.1,310.1,1379,48.2,166,1,0,1,0,0,0,95.1,65.02,97.52,2.48000000000002,66.4678,76.6111111111111,48.5771933422222,High,Immediate,MC-4362,Line 102
4363,L51542,L,302.1,310.1,1447,46.6,169,0,0,0,0,0,0,94.65,89.92,98,2.00000000000001,67.4302,80.3888888888889,70.8399751111111,Medium,Plan,MC-4363,Line 101
4364,H33777,H,302.1,310.1,1844,24.6,171,0,0,0,0,0,0,94.35,88.08,100,0,45.3624,100,88.08,Low,Normal,MC-4364,Line 201
4365,H33778,H,302.1,310.1,1615,29.9,176,0,0,0,0,0,0,93.6,88.94,100,0,48.2885,89.7222222222222,79.7989444444444,Medium,Plan,MC-4365,Line 201
4366,L51545,L,302,310,1449,48.8,181,0,0,0,0,0,0,92.85,89,97.36,2.64,70.7112,80.5,69.753572,Warning,Normal,MC-4366,Line 101
4367,L51546,L,302,309.9,1388,51.4,183,0,0,0,0,0,0,92.55,88.4,96.6,3.39999999999999,71.3432,77.1111111111111,65.8485706666667,Warning,Normal,MC-4367,Line 101
4368,H33781,H,302,309.9,1447,42.8,185,0,0,0,0,0,0,92.25,90.04,99.18,0.819999999999993,61.9316,80.3888888888889,71.78862188,Medium,Plan,MC-4368,Line 201
4369,L51548,L,302,310,1664,28.6,190,0,0,0,0,0,0,91.5,88.12,100,0,47.5904,92.4444444444444,81.4620444444444,Medium,Plan,MC-4369,Line 101
4370,H33783,H,302,309.9,1735,27.2,192,0,0,0,0,0,0,91.2,87.76,100,0,47.192,96.3888888888889,84.5908888888889,Medium,Plan,MC-4370,Line 201
4371,L51550,L,302,309.9,1308,57.6,197,1,0,1,0,1,0,90.45,64.09,94.74,5.25999999999999,75.3408,72.6666666666667,44.12237596,High,Immediate,MC-4371,Line 101
4372,L51551,L,302,309.8,1480,40,199,0,0,0,0,0,0,90.15,90.04,100,0,59.2,82.2222222222222,74.0328888888889,Medium,Plan,MC-4372,Line 101
4373,M19232,M,301.9,309.6,1439,41.7,201,0,0,0,0,0,0,89.85,89.62,99.57,0.430000000000007,60.0063,79.9444444444444,71.3381324033333,Medium,Plan,MC-4373,Line 102
4374,M19233,M,301.9,309.7,1533,35.9,204,0,0,0,0,0,0,89.4,89.02,100,0,55.0347,85.1666666666667,75.8153666666667,Medium,Plan,MC-4374,Line 102
4375,L51554,L,302,309.7,1551,34.8,207,0,0,0,0,0,0,88.95,88.68,100,0,53.9748,86.1666666666667,76.4126,Medium,Plan,MC-4375,Line 101
4376,L51555,L,302,309.7,1414,36.3,209,0,0,0,0,0,0,88.65,88.9,100,0,51.3282,78.5555555555556,69.8358888888889,Warning,Normal,MC-4376,Line 101
4377,M19236,M,301.9,309.6,1551,34.6,211,0,0,0,0,0,0,88.35,88.48,100,0,53.6646,86.1666666666667,76.2402666666667,Medium,Plan,MC-4377,Line 102
4378,M19237,M,301.8,309.6,1436,49,214,0,0,0,0,0,0,87.9,87.64,97.38,2.62,70.364,79.7777777777778,68.08541264,Warning,Normal,MC-4378,Line 102
4379,M19238,M,301.9,309.6,1385,45.8,217,0,0,0,0,0,0,87.45,88.16,98.34,1.66,63.433,76.9444444444444,66.7081741333333,Warning,Normal,MC-4379,Line 102
4380,M19239,M,301.8,309.5,1732,30.1,220,0,0,0,0,0,0,87,87.22,100,0,52.1332,96.2222222222222,83.9250222222222,Medium,Plan,MC-4380,Line 102
4381,L51560,L,301.9,309.6,1410,49,223,0,0,0,0,0,0,86.55,87.28,97.38,2.62,69.09,78.3333333333333,66.5780568,Warning,Normal,MC-4381,Line 101
4382,L51561,L,301.9,309.6,1446,43.2,225,0,0,0,0,0,0,86.25,88.36,99.12,0.88000000000001,62.4672,80.3333333333333,70.35788704,Medium,Plan,MC-4382,Line 101
4383,L51562,L,301.8,309.5,1525,39.6,227,0,0,0,0,0,0,85.95,88.84,100,0,60.39,84.7222222222222,75.2672222222222,Medium,Plan,MC-4383,Line 101
4384,L51563,L,301.7,309.5,1298,65.5,229,1,0,1,0,1,0,85.65,63.13,92.45,7.55000000000001,85.019,72.1111111111111,42.0867017388889,High,Immediate,MC-4384,Line 101
4385,L51564,L,301.8,309.6,1443,42.7,231,0,0,0,0,0,0,85.35,88.22,99.27,0.730000000000004,61.6161,80.1666666666667,70.20675519,Medium,Plan,MC-4385,Line 101
4386,L51565,L,301.8,309.7,1442,45.3,233,1,1,0,0,0,0,85.05,63.01,98.47,1.53,65.3226,80.1111111111111,49.7056975411111,High,Immediate,MC-4386,Line 101
4387,L51566,L,301.9,309.7,1719,31.9,0,0,0,0,0,0,0,120,96.38,100,0,54.8361,95.5,92.0429,Low,Normal,MC-4387,Line 101
4388,L51567,L,302,309.8,1532,39.4,2,0,0,0,0,0,0,119.7,97.8,100,0,60.3608,85.1111111111111,83.2386666666667,Medium,Plan,MC-4388,Line 101
4389,L51568,L,302,309.8,1701,27.2,4,0,0,0,0,0,0,119.4,95.28,100,0,46.2672,94.5,90.0396,Low,Normal,MC-4389,Line 101
4390,M19249,M,302.1,310,1355,45.1,6,1,0,1,0,0,0,119.1,69.82,98.47,1.53,61.1105,75.2777777777778,51.7547925944444,High,Immediate,MC-4390,Line 102
4391,M19250,M,302.2,310.1,1421,45.4,9,0,0,0,0,0,0,118.65,96.56,98.36,1.64000000000001,64.5134,78.9444444444444,74.9786039644444,Medium,Plan,MC-4391,Line 102
4392,M19251,M,302.2,310.1,1368,51.6,12,1,0,1,0,0,0,118.2,69.64,96.5,3.50000000000001,70.5888,76,51.073976,High,Immediate,MC-4392,Line 102
4393,L51572,L,302.2,310.1,1458,45.1,15,0,0,0,0,0,0,117.75,96.38,98.45,1.55000000000001,65.7558,81,76.8577491,Medium,Plan,MC-4393,Line 101
4394,M19253,M,302.2,310.1,1572,34.6,17,0,0,0,0,0,0,117.45,96.24,100,0,54.3912,87.3333333333333,84.0496,Medium,Plan,MC-4394,Line 102
4395,L51574,L,302.2,310,1483,48.7,20,0,0,0,0,0,0,117,95.46,97.39,2.61,72.2221,82.3888888888889,76.5957092233333,Medium,Plan,MC-4395,Line 101
4396,L51575,L,302.3,310.1,1513,40.4,22,0,0,0,0,0,0,116.7,97.04,99.86,0.140000000000015,61.1252,84.0555555555555,81.4533165955555,Medium,Plan,MC-4396,Line 101
4397,H33810,H,302.3,310.1,1383,42.9,24,0,0,0,0,0,0,116.4,96.46,99.11,0.890000000000015,59.3307,76.8333333333333,73.4538237766667,Medium,Plan,MC-4397,Line 201
4398,L51577,L,302.4,310.2,1539,37.7,29,0,0,0,0,0,0,115.65,96.38,100,0,58.0203,85.5,82.4049,Medium,Plan,MC-4398,Line 101
4399,M19258,M,302.3,310.1,1563,37.8,31,0,0,0,0,0,0,115.35,96.32,100,0,59.0814,86.8333333333333,83.6378666666667,Medium,Plan,MC-4399,Line 102
4400,L51579,L,302.3,310.1,1653,29.7,34,0,0,0,0,0,0,114.9,94.58,100,0,49.0941,91.8333333333333,86.8559666666667,Low,Normal,MC-4400,Line 101
4401,L51580,L,302.3,310.1,1353,50.9,36,1,0,1,0,0,0,114.6,68.92,96.71,3.29000000000001,68.8677,75.1666666666667,50.1004865533333,High,Immediate,MC-4401,Line 101
4402,H33815,H,302.2,310,1468,43.6,38,0,0,0,0,0,0,114.3,95.76,98.92,1.08,64.0048,81.5555555555556,77.25414592,Medium,Plan,MC-4402,Line 201
4403,H33816,H,302.3,310.2,1506,33.8,43,0,0,0,0,0,0,113.55,95.04,100,0,50.9028,83.6666666666667,79.5168,Medium,Plan,MC-4403,Line 201
4404,L51583,L,302.3,310.1,1388,49.9,48,0,0,0,0,0,0,112.8,94.1,97.01,2.99000000000001,69.2612,77.1111111111111,70.3919650444444,Medium,Plan,MC-4404,Line 101
4405,M19264,M,302.4,310.2,1485,45.9,50,0,0,0,0,0,0,112.5,94.82,98.19,1.80999999999999,68.1615,82.5,76.81060035,Medium,Plan,MC-4405,Line 102
4406,L51585,L,302.4,310.2,1331,45.5,53,1,0,1,0,0,0,112.05,68.41,98.31,1.69,60.5605,73.9444444444444,49.7305012783333,High,Immediate,MC-4406,Line 101
4407,L51586,L,302.5,310.3,1326,58.5,55,1,0,1,0,0,0,111.75,68.35,94.39,5.61,77.571,73.6666666666667,47.5264662166667,High,Immediate,MC-4407,Line 101
4408,L51587,L,302.3,310.2,1394,55.4,57,0,0,0,0,0,0,111.45,92.64,95.34,4.66,77.2276,77.4444444444444,68.40123808,Warning,Normal,MC-4408,Line 101
4409,L51588,L,302.4,310.1,2009,18.9,59,0,0,0,0,0,0,111.15,91.42,100,0,37.9701,100,91.42,Low,Normal,MC-4409,Line 101
4410,M19269,M,302.4,310.1,1358,54.6,61,1,0,1,0,0,0,110.85,68.17,95.6,4.40000000000001,74.1468,75.4444444444444,49.1675367555555,High,Immediate,MC-4410,Line 102
4411,L51590,L,302.5,310.2,1586,32.2,64,0,0,0,0,0,0,110.4,93.88,100,0,51.0692,88.1111111111111,82.7187111111111,Medium,Plan,MC-4411,Line 101
4412,L51591,L,302.5,310.3,1688,31.6,66,0,0,0,0,0,0,110.1,93.68,100,0,53.3408,93.7777777777778,87.8510222222222,Low,Normal,MC-4412,Line 101
4413,L51592,L,302.6,310.5,1450,43.2,68,0,0,0,0,0,0,109.8,94.64,98.94,1.06,62.64,80.5555555555556,75.4296573333333,Medium,Plan,MC-4413,Line 101
4414,M19273,M,302.7,310.5,1398,47.3,70,0,0,0,0,0,0,109.5,93.74,97.71,2.28999999999999,66.1254,77.6666666666667,71.13750494,Medium,Plan,MC-4414,Line 102
4415,L51594,L,302.7,310.5,1520,39.3,73,0,0,0,0,0,0,109.05,94.94,100,0,59.736,84.4444444444444,80.1715555555556,Medium,Plan,MC-4415,Line 101
4416,L51595,L,302.6,310.4,1514,42.7,75,0,0,0,0,0,0,108.75,94.46,99.11,0.890000000000001,64.6478,84.1111111111111,78.7442384911111,Medium,Plan,MC-4416,Line 101
4417,M19276,M,302.6,310.4,1532,36.1,77,0,0,0,0,0,0,108.45,94.14,100,0,55.3052,85.1111111111111,80.1236,Medium,Plan,MC-4417,Line 102
4418,L51597,L,302.6,310.4,1365,66.8,80,1,0,1,1,0,0,108,67.6,91.88,8.11999999999999,91.182,75.8333333333333,47.1007506666667,High,Immediate,MC-4418,Line 101
4419,L51598,L,302.6,310.3,1642,33.2,82,0,0,0,0,0,0,107.7,93.36,100,0,54.5144,91.2222222222222,85.1650666666667,Low,Normal,MC-4419,Line 101
4420,M19279,M,302.6,310.2,2676,10.8,84,1,0,0,1,0,0,107.4,67.48,100,0,28.9008,100,67.48,Warning,Immediate,MC-4420,Line 102
4421,H33834,H,302.6,310.2,1873,21.3,87,0,0,0,0,0,0,106.95,90.78,100,0,39.8949,100,90.78,Low,Normal,MC-4421,Line 201
4422,L51601,L,302.6,310.2,1325,62.4,92,1,0,1,0,0,0,106.2,67.24,93.24,6.75999999999999,82.68,73.6111111111111,46.150174,High,Immediate,MC-4422,Line 101
4423,M19282,M,302.6,310.2,2157,17.2,94,0,0,0,0,0,0,105.9,89.68,100,0,37.1004,100,89.68,Low,Normal,MC-4423,Line 102
4424,M19283,M,302.6,310.2,1563,39,97,0,0,0,0,0,0,105.45,93.92,100,0,60.957,86.8333333333333,81.5538666666667,Medium,Plan,MC-4424,Line 102
4425,M19284,M,302.6,310.2,1631,31,100,0,0,0,0,0,0,105,92.2,100,0,50.561,90.6111111111111,83.5434444444444,Medium,Plan,MC-4425,Line 102
4426,L51605,L,302.5,310.2,1547,36.9,103,0,0,0,0,0,0,104.55,93.26,100,0,57.0843,85.9444444444444,80.1517888888889,Medium,Plan,MC-4426,Line 101
4427,L51606,L,302.6,310.3,1479,40.4,105,0,0,0,0,0,0,104.25,93.72,99.82,0.180000000000007,59.7516,82.1666666666667,76.86798812,Medium,Plan,MC-4427,Line 101
4428,M19287,M,302.4,310.1,1379,48.9,107,1,0,1,0,0,0,103.95,66.79,97.31,2.69000000000001,67.4331,76.6111111111111,49.7921268172222,High,Immediate,MC-4428,Line 102
4429,L51608,L,302.4,310.1,1906,21.2,110,0,0,0,0,0,0,103.5,89.84,100,0,40.4072,100,89.84,Low,Normal,MC-4429,Line 101
4430,M19289,M,302.3,310.1,1731,33.4,112,0,0,0,0,0,0,103.2,92.2,100,0,57.8154,96.1666666666667,88.6656666666667,Low,Normal,MC-4430,Line 102
4431,H33844,H,302.3,310.1,1688,30.4,115,0,0,0,0,0,0,102.75,91.48,100,0,51.3152,93.7777777777778,85.7879111111111,Low,Normal,MC-4431,Line 201
4432,H33845,H,302.3,310.2,1443,54.6,120,0,0,0,0,0,0,102,90.28,95.58,4.41999999999999,78.7878,80.1666666666667,69.17551524,Warning,Normal,MC-4432,Line 201
4433,L51612,L,302.4,310.2,1445,46.4,125,0,0,0,0,0,0,101.25,91.72,98.04,1.95999999999999,67.048,80.2777777777778,72.1876145333333,Medium,Plan,MC-4433,Line 101
4434,H33847,H,302.4,310.2,1435,44.9,127,0,0,0,0,0,0,100.95,91.94,98.49,1.50999999999999,64.4315,79.7222222222222,72.1898322833334,Medium,Plan,MC-4434,Line 201
4435,L51614,L,302.4,310.1,1556,32.9,132,0,0,0,0,0,0,100.2,91.3,100,0,51.1924,86.4444444444444,78.9237777777778,Medium,Plan,MC-4435,Line 101
4436,L51615,L,302.3,310.1,1321,52.7,134,1,0,1,0,0,0,99.9,65.98,96.17,3.83000000000001,69.6167,73.3888888888889,46.5674267144444,High,Immediate,MC-4436,Line 101
4437,M19296,M,302.4,310.1,1577,35.8,136,0,0,0,0,0,0,99.6,91.72,100,0,56.4566,87.6111111111111,80.3569111111111,Medium,Plan,MC-4437,Line 102
4438,L51617,L,302.4,310.2,1578,31.2,139,0,0,0,0,0,0,99.15,90.68,100,0,49.2336,87.6666666666667,79.4961333333333,Medium,Plan,MC-4438,Line 101
4439,L51618,L,302.4,310.1,1418,52.3,141,0,0,0,0,0,0,98.85,89.9,96.29,3.71000000000001,74.1614,78.7777777777778,68.1937548777778,Warning,Normal,MC-4439,Line 101
4440,M19299,M,302.4,310.2,1392,55.8,143,0,0,0,0,0,0,98.55,89.12,95.22,4.77999999999999,77.6736,77.3333333333333,65.62511616,Warning,Normal,MC-4440,Line 102
4441,L51620,L,302.5,310.3,1446,44,146,0,0,0,0,0,0,98.1,91.36,98.74,1.26000000000001,63.624,80.3333333333333,72.4677874133333,Medium,Plan,MC-4441,Line 101
4442,L51621,L,302.5,310.2,1329,50.6,148,1,0,1,0,0,0,97.8,65.56,96.78,3.22,67.2474,73.8333333333333,46.84648804,High,Immediate,MC-4442,Line 101
4443,L51622,L,302.5,310.2,1563,34.8,150,0,0,0,0,0,0,97.5,90.96,100,0,54.3924,86.8333333333333,78.9836,Medium,Plan,MC-4443,Line 101
4444,L51623,L,302.5,310.3,1405,57.4,152,0,0,0,0,0,0,97.2,88.44,94.72,5.28,80.647,78.0555555555556,65.3874261333333,Warning,Normal,MC-4444,Line 101
4445,L51624,L,302.4,310.2,2224,16,154,0,0,0,0,0,0,96.9,87.04,100,0,35.584,100,87.04,Low,Normal,MC-4445,Line 101
4446,L51625,L,302.5,310.2,1716,29.9,156,0,0,0,0,0,0,96.6,89.74,100,0,51.3084,95.3333333333333,85.5521333333334,Low,Normal,MC-4446,Line 101
4447,L51626,L,302.5,310.3,1584,35.5,158,0,0,0,0,0,0,96.3,90.78,100,0,56.232,88,79.8864,Medium,Plan,MC-4447,Line 101
4448,M19307,M,302.5,310.3,1488,41.8,160,0,0,0,0,0,0,96,91.24,99.4,0.599999999999994,62.1984,82.6666666666667,74.9725162666667,Medium,Plan,MC-4448,Line 102
4449,L51628,L,302.4,310.3,1374,51.2,163,1,0,1,0,0,0,95.55,65.11,96.58,3.42,70.3488,76.3333333333333,48.0008716733333,High,Immediate,MC-4449,Line 101
4450,M19309,M,302.4,310.3,1378,54.3,165,1,0,1,0,0,0,95.25,65.05,95.65,4.34999999999999,74.8254,76.5555555555556,47.6331154722222,High,Immediate,MC-4450,Line 102
4451,L51630,L,302.5,310.3,1551,37.3,168,0,0,0,0,0,0,94.8,90.74,100,0,57.8523,86.1666666666667,78.1876333333333,Medium,Plan,MC-4451,Line 101
4452,L51631,L,302.5,310.3,1549,40.9,170,0,0,0,0,0,0,94.5,91.02,99.67,0.329999999999998,63.3541,86.0555555555556,78.0692850366667,Medium,Plan,MC-4452,Line 101
4453,M19312,M,302.5,310.3,1447,39.2,172,0,0,0,0,0,0,94.2,90.96,100,0,56.7224,80.3888888888889,73.1217333333333,Medium,Plan,MC-4453,Line 102
4454,L51633,L,302.4,310.2,1400,53.7,175,0,0,0,0,0,0,93.75,88.26,95.85,4.14999999999999,75.18,77.7777777777778,65.79783,Warning,Normal,MC-4454,Line 101
4455,L51634,L,302.4,310.1,1401,48.8,177,0,0,0,0,0,0,93.45,89.16,97.34,2.66000000000001,68.3688,77.8333333333333,67.55026108,Warning,Normal,MC-4455,Line 101
4456,H33869,H,302.4,310.1,1597,28.9,179,0,0,0,0,0,0,93.15,88.62,100,0,46.1533,88.7222222222222,78.6256333333333,Medium,Plan,MC-4456,Line 201
4457,L51636,L,302.3,310.1,1487,46,184,0,0,0,0,0,0,92.4,89.44,98.18,1.82000000000001,68.402,82.6111111111111,72.5426275022222,Medium,Plan,MC-4457,Line 101
4458,M19317,M,302.5,310.3,1710,27.3,186,0,0,0,0,0,0,92.1,88.02,100,0,46.683,95,83.619,Medium,Plan,MC-4458,Line 102
4459,L51638,L,302.6,310.4,1478,47.7,189,0,0,0,0,0,0,91.65,88.9,97.61,2.39,70.5006,82.1111111111111,71.2521547888889,Medium,Plan,MC-4459,Line 101
4460,L51639,L,302.6,310.4,1743,26.3,191,0,0,0,0,0,0,91.35,87.62,100,0,45.8409,96.8333333333333,84.8453666666667,Medium,Plan,MC-4460,Line 101
4461,L51640,L,302.6,310.5,1596,32.8,193,0,0,0,0,0,0,91.05,88.84,100,0,52.3488,88.6666666666667,78.7714666666667,Medium,Plan,MC-4461,Line 101
4462,L51641,L,302.7,310.5,1642,30.8,195,0,0,0,0,0,0,90.75,88.36,100,0,50.5736,91.2222222222222,80.6039555555556,Medium,Plan,MC-4462,Line 101
4463,L51642,L,302.7,310.5,1263,67.8,197,1,0,1,0,1,0,90.45,64.09,91.56,8.44,85.6314,70.1666666666667,41.17436414,High,Immediate,MC-4463,Line 101
4464,L51643,L,302.8,310.6,2016,19.9,199,0,0,0,0,0,0,90.15,86.02,100,0,40.1184,100,86.02,Low,Normal,MC-4464,Line 101
4465,L51644,L,302.8,310.6,1671,30.5,201,0,0,0,0,0,0,89.85,88.06,100,0,50.9655,92.8333333333333,81.7490333333333,Medium,Plan,MC-4465,Line 101
4466,L51645,L,302.8,310.6,1404,43.2,203,0,0,0,0,0,0,89.55,89.24,98.92,1.08000000000001,60.6528,78,68.85544224,Warning,Normal,MC-4466,Line 101
4467,L51646,L,302.8,310.6,1470,41.1,205,0,0,0,0,0,0,89.25,89.58,99.55,0.450000000000003,60.417,81.6666666666667,72.8277935,Medium,Plan,MC-4467,Line 101
4468,L51647,L,302.8,310.6,1617,37.9,207,0,0,0,0,0,0,88.95,89.3,100,0,61.2843,89.8333333333333,80.2211666666667,Medium,Plan,MC-4468,Line 101
4469,L51648,L,302.7,310.5,1725,29,209,0,0,0,0,0,0,88.65,87.44,100,0,50.025,95.8333333333333,83.7966666666667,Medium,Plan,MC-4469,Line 101
4470,L51649,L,302.7,310.5,1446,40.9,211,1,1,0,0,0,0,88.35,63.67,99.63,0.36999999999999,59.1414,80.3333333333333,50.95898487,High,Immediate,MC-4470,Line 101
4471,L51650,L,302.7,310.6,1564,34.3,0,0,0,0,0,0,0,120,96.86,100,0,53.6452,86.8888888888889,84.1605777777778,Medium,Plan,MC-4471,Line 101
4472,L51651,L,302.8,310.6,1670,29.1,2,0,0,0,0,0,0,119.7,95.74,100,0,48.597,92.7777777777778,88.8254444444445,Low,Normal,MC-4472,Line 101
4473,L51652,L,302.7,310.6,1501,48.7,4,0,0,0,0,0,0,119.4,96.1,97.27,2.73,73.0987,83.3888888888889,77.9489897055556,Medium,Plan,MC-4473,Line 101
4474,L51653,L,302.7,310.5,1551,35.9,6,0,0,0,0,0,0,119.1,96.94,100,0,55.6809,86.1666666666667,83.5299666666667,Medium,Plan,MC-4474,Line 101
4475,L51654,L,302.7,310.5,1563,35,8,0,0,0,0,0,0,118.8,96.68,100,0,54.705,86.8333333333333,83.9504666666667,Medium,Plan,MC-4475,Line 101
4476,L51655,L,302.7,310.5,1351,41.8,10,1,0,1,0,0,0,118.5,69.7,99.36,0.639999999999986,56.4718,75.0555555555556,51.9789144,High,Immediate,MC-4476,Line 101
4477,L51656,L,302.6,310.4,1415,52.1,12,0,0,0,0,0,0,118.2,95.1,96.29,3.70999999999999,73.7215,78.6111111111111,71.9856015833333,Medium,Plan,MC-4477,Line 101
4478,L51657,L,302.6,310.3,1647,34.2,14,0,0,0,0,0,0,117.9,96.28,100,0,56.3274,91.5,88.0962,Low,Normal,MC-4478,Line 101
4479,L51658,L,302.5,310.2,1477,41.6,16,0,0,0,0,0,0,117.6,97.04,99.48,0.519999999999996,61.4432,82.0555555555556,79.2126522133333,Medium,Plan,MC-4479,Line 101
4480,L51659,L,302.6,310.2,1923,21.5,18,0,0,0,0,0,0,117.3,93.58,100,0,41.3445,100,93.58,Low,Normal,MC-4480,Line 101
